,V1,V2,angles,r,assigned_phase,gene_biotype,gene_symbols
ENSG00000130520,1.8294651967128501,-0.56936531003038,1.872514226761637,1.9160166393456968,S,protein_coding,LSM4
ENSG00000164087,1.77892978326054,0.7106035925926121,1.1907592857371345,1.9156065983329977,G2,protein_coding,POC1A
ENSG00000025770,1.9144191044114598,0.0668527574539759,1.5358898621678625,1.9155860196072574,S,protein_coding,NCAPH2
ENSG00000103995,1.91439120327252,-0.035354417809469005,1.5892619357517896,1.914717632975122,S,protein_coding,CEP152
ENSG00000107372,-1.54140342248802,1.13462968966269,5.346935682593713,1.9139772839618117,G1,protein_coding,ZFAND5
ENSG00000176894,1.7917580048661101,-0.662057196444902,1.9247376654245107,1.910161375215787,S,protein_coding,PXMP2
ENSG00000198554,1.57001257906723,-1.08676865128269,2.1762707463135667,1.9094516489924882,S,protein_coding,WDHD1
ENSG00000035141,1.86518923397876,-0.39481571404265997,1.7793931467358926,1.9065178537336829,S,protein_coding,FAM136A
ENSG00000149136,1.90192535811766,-0.12502212695249199,1.6364363989714692,1.9060300627426405,S,protein_coding,SSRP1
ENSG00000176953,1.89048987882671,0.19681185512375998,1.467063732256991,1.9007069443403115,S,protein_coding,NFATC2IP
ENSG00000114867,1.8898863966307,0.20077118876357297,1.464958760844975,1.9005208923890602,S,protein_coding,EIF4G1
ENSG00000100412,1.73122947685172,-0.7829912949607409,1.9955402855067745,1.90006075416145,S,protein_coding,ACO2
ENSG00000174371,1.6215390815640602,-0.9849468502931459,2.116650061605097,1.8972372785031408,S,protein_coding,EXO1
ENSG00000099783,1.8798344407577898,0.247584815549483,1.4398443871170623,1.8960685023357737,S,protein_coding,HNRNPM
ENSG00000164182,0.9192624494630021,-1.6564013937415099,2.6349373893692185,1.894388827084222,S,protein_coding,NDUFAF2
ENSG00000166037,1.87212820833312,0.283501204444294,1.4205056183711409,1.8934721971441628,S,protein_coding,CEP57
ENSG00000130560,1.8533746198547199,-0.37303724309878605,1.7694171666846064,1.8905433785714545,S,protein_coding,UBAC1
ENSG00000204356,1.8034225254704601,0.558042030032968,1.2707062126891722,1.88778804759898,G2,protein_coding,NELFE
ENSG00000155096,1.88455336668755,0.0241342875446832,1.557990656902492,1.8847078966589674,S,protein_coding,AZIN1
ENSG00000165244,1.5414128190652001,-1.0839594747546801,2.1836832020925248,1.88438892527232,S,protein_coding,ZNF367
ENSG00000101361,1.46595489226831,-1.18210691589252,2.249411376965429,1.8831889195633873,S,protein_coding,NOP56
ENSG00000136159,1.7246425377164,-0.752336679227272,1.9821382899378197,1.8815956956295323,S,protein_coding,NUDT15
ENSG00000112742,1.2725535946646103,1.38596309517484,0.7427650731777065,1.881564867996967,G2/M,protein_coding,TTK
ENSG00000156876,1.88017202436753,-0.010707001413488001,1.5764909576776014,1.8802025106603715,S,protein_coding,SASS6
ENSG00000112759,1.69030242695849,-0.82068942255834,2.0227995787470214,1.8790033057131388,S,protein_coding,SLC29A1
ENSG00000127586,1.8764995535685802,0.07760972723228,1.5294611073364304,1.878103789545229,S,protein_coding,CHTF18
ENSG00000167461,1.70126035251822,-0.793814548761566,2.0073718629604764,1.8773460855356283,S,protein_coding,RAB8A
ENSG00000121858,-1.4221109862921297,1.2208100781842801,5.421767850891658,1.8742403539378514,G1,protein_coding,TNFSF10
ENSG00000145632,-1.72198163095918,-0.7358231685097191,4.308561799991599,1.8726068654889954,G1,protein_coding,PLK2
ENSG00000268621,-1.8580263836259,-0.191130306649762,4.609882150855971,1.8678310513453757,G1,lincRNA,IGFL2-AS1
ENSG00000117748,1.7448919117361,-0.662204712558534,1.9335154874343543,1.8663233548816753,S,protein_coding,RPA2
ENSG00000083896,1.7247129825637,0.7056868312259029,1.1824168014890144,1.8634990678799466,G2,protein_coding,YTHDC1
ENSG00000187840,1.49227397426307,-1.1098683028146699,2.2102809055945096,1.859755162341434,S,protein_coding,EIF4EBP1
ENSG00000168209,-1.6185345576280799,0.911418010858307,5.225244055735601,1.8575082515976171,G1,protein_coding,DDIT4
ENSG00000197771,1.44241975670906,-1.16974227177209,2.2521835323471113,1.8571138190523362,S,protein_coding,MCMBP
ENSG00000047410,1.83760192088408,0.255829049223844,1.432466482056058,1.8553245867135044,S,protein_coding,TPR
ENSG00000160131,1.65866094307505,-0.8283318460193921,2.0339621659686076,1.8539929264192214,S,protein_coding,VMA21
ENSG00000204209,1.85110344558478,0.0240078895510477,1.5578275520686864,1.8512591242223602,S,protein_coding,DAXX
ENSG00000164985,1.79532430842752,-0.44438907421890705,1.8134449728347284,1.8495056154864442,S,protein_coding,PSIP1
ENSG00000166164,1.83393324628931,-0.238853456716343,1.7003084023911408,1.8494221058564735,S,protein_coding,BRD7
ENSG00000165480,1.80402393261422,0.403983031867245,1.3504963611506269,1.8487035023176452,G2,protein_coding,SKA3
ENSG00000247556,1.83285240102833,-0.23499385749514,1.6983127452241307,1.8478555238480523,S,processed_transcript,OIP5-AS1
ENSG00000110108,1.78110898666029,-0.491582910826765,1.8400903382985303,1.8477020811210234,S,protein_coding,TMEM109
ENSG00000072864,0.907340621258122,1.6090679393931202,0.5134462946993857,1.8472592228942577,G2/M,protein_coding,NDE1
ENSG00000093000,1.84250884540475,0.0985111896296689,1.5173813959391513,1.8451404553250133,S,protein_coding,NUP50
ENSG00000111331,1.8434358620550302,-0.0695822403850037,1.6085243671964722,1.8447486185623148,S,protein_coding,OAS3
ENSG00000123136,1.1026138689855,1.4788497747499498,0.64067197535512,1.8446555234940618,G2/M,protein_coding,DDX39A
ENSG00000196363,1.73103435000698,-0.630162326412384,1.9199220368325294,1.8421684175268982,S,protein_coding,WDR5
ENSG00000205581,1.7496713817131697,-0.576316154528445,1.8889895154034062,1.8421428429838242,S,protein_coding,HMGN1
ENSG00000137288,1.83794012466268,0.0479542289079022,1.5447109549121536,1.8385656120778555,S,protein_coding,UQCC2
ENSG00000100234,-1.83466240873182,0.11570814392699301,4.77537337296863,1.838307517415047,G1,protein_coding,TIMP3
ENSG00000089053,1.62020963132869,-0.867776881567815,2.062513150042598,1.8379651698641657,S,protein_coding,ANAPC5
ENSG00000160948,-1.3495713291925702,1.2405363412172299,5.455715283419433,1.833104794183691,G1,protein_coding,VPS28
ENSG00000187735,1.70697242564197,0.6641085215386829,1.199759553449574,1.831609944907028,G2,protein_coding,TCEA1
ENSG00000176978,0.402267953715325,-1.78462591001929,2.9198904399832033,1.8294013078869529,G1/S,protein_coding,DPP7
ENSG00000131876,1.82870523329224,0.0468568230643849,1.545178981878599,1.8293054398153723,S,protein_coding,SNRPA1
ENSG00000157778,1.59697497477614,-0.890087568009221,2.0792714942662065,1.8282737619913005,S,protein_coding,PSMG3
ENSG00000170144,1.48152671429943,1.06592401659983,0.9471179694252838,1.8251343551495545,G2,protein_coding,HNRNPA3
ENSG00000122565,1.81914646081649,0.0919054833735324,1.5203180327621943,1.8214665694915413,S,protein_coding,CBX3
ENSG00000130193,1.66912252635972,-0.7284416893924649,1.98230154597194,1.82115274011995,S,protein_coding,THEM6
ENSG00000165704,1.6666280715513,-0.712622850490948,1.974853279896445,1.8125894339106827,S,protein_coding,HPRT1
ENSG00000163902,1.31086360775653,-1.2490270135981598,2.3320432352801124,1.8106440508389283,S,protein_coding,RPN1
ENSG00000119318,1.78249721282989,-0.309893705753218,1.7429295231542516,1.8092347616082851,S,protein_coding,RAD23B
ENSG00000111445,1.52900949687484,-0.9630129223404771,2.1328598980824074,1.8070041311873632,S,protein_coding,RFC5
ENSG00000183048,1.64806610342565,-0.7403518978472641,1.9930052737523205,1.8067215651302364,S,protein_coding,SLC25A10
ENSG00000175455,1.76385711220572,-0.388600589736155,1.7876451286811315,1.8061567846180988,S,protein_coding,CCDC14
ENSG00000125779,0.732564008909999,-1.64916963368038,2.723571019026598,1.8045527168259086,S,protein_coding,PANK2
ENSG00000048162,1.07785846261174,-1.4460805758983302,2.501064277377535,1.8035875075565893,S,protein_coding,NOP16
ENSG00000160753,1.3686612875367201,-1.1742664248398897,2.2798975862903053,1.8033677818204275,S,protein_coding,RUSC1
ENSG00000015475,0.738790770169258,-1.64447295518913,2.719356888064913,1.8028042329758813,S,protein_coding,BID
ENSG00000160953,0.695142218500325,-1.66239478036345,2.7455322316789825,1.8018821020591764,G1/S,protein_coding,MUM1
ENSG00000100304,1.5280198831651002,-0.953179304751384,2.128532491685796,1.800942961438318,S,protein_coding,TTLL12
ENSG00000121579,1.44619705241358,-1.07277017593715,2.2090203622314513,1.800644819166165,S,protein_coding,NAA50
ENSG00000117877,1.33991373661825,-1.20178594197541,2.3019032390535763,1.7999050730269097,S,protein_coding,CD3EAP
ENSG00000159259,1.46601189440931,-1.03935030207683,2.1875133906264836,1.7970642517664113,S,protein_coding,CHAF1B
ENSG00000131504,1.78471887810103,-0.203784557183859,1.684486943599869,1.7963155679325447,S,protein_coding,DIAPH1
ENSG00000137312,1.3721995318322,1.1570511600875701,0.8702579534239028,1.7949091738081069,G2,protein_coding,FLOT1
ENSG00000101911,1.7733321715454502,-0.271262327022891,1.7225872799704964,1.7939593754318899,S,protein_coding,PRPS2
ENSG00000198805,1.42470660503756,-1.09011700886923,2.2239243554864014,1.7939186167336707,S,protein_coding,PNP
ENSG00000104147,1.6702659508661801,0.651467933194202,1.1989068844104733,1.792818678674235,G2,protein_coding,OIP5
ENSG00000116120,1.78852695113993,-0.10517470292399,1.6295338932337826,1.7916166925682075,S,protein_coding,FARSB
ENSG00000149591,-1.5041569794356102,-0.9727531521716541,4.138330164882218,1.7912947590624912,G1,protein_coding,TAGLN
ENSG00000174775,1.79098015842081,-0.0178356501351843,1.5807545948848638,1.7910689652475067,S,protein_coding,HRAS
ENSG00000101084,1.33304624126577,-1.19143334607752,2.300157342687587,1.787883021760169,S,protein_coding,RAB5IF
ENSG00000106615,1.6616775226569598,0.658063584984244,1.1937225373382805,1.7872380566633215,G2,protein_coding,RHEB
ENSG00000145354,1.4030010739996102,-1.1048581141954699,2.237866406145952,1.7858117107208222,S,protein_coding,CISD2
ENSG00000089597,1.7852476076650101,0.0269328683951045,1.5557111222159132,1.7854507554322605,S,protein_coding,GANAB
ENSG00000235162,1.63908583282464,0.701152156100089,1.166581594761473,1.7827553711517032,G2,protein_coding,C12orf75
ENSG00000176014,1.72899633042383,-0.433117173294099,1.8162474778883577,1.7824193660363268,S,protein_coding,TUBB6
ENSG00000185567,-1.78093612218746,-0.0406143582475894,4.6895878708127405,1.7813991684650496,G1,protein_coding,AHNAK2
ENSG00000105364,1.7514958480326799,-0.311387121896663,1.7467415322493902,1.7789602708770096,S,protein_coding,MRPL4
ENSG00000108179,1.48795187325257,-0.97033865984989,2.148667739277555,1.7763890035448633,S,protein_coding,PPIF
ENSG00000183742,1.5231522485289197,-0.91271818986663,2.1106492978670186,1.7756821974419075,S,protein_coding,MACC1
ENSG00000120438,1.77309360093067,-0.00123973238102175,1.5714955184102455,1.7730940343359305,S,protein_coding,TCP1
ENSG00000197785,1.39434462933498,-1.09453971937217,2.23631453416929,1.7726291610595295,S,protein_coding,ATAD3A
ENSG00000166801,1.4799882059165401,0.9717329873509541,0.9898082454116375,1.7704886580710053,G2,protein_coding,FAM111A
ENSG00000172613,1.21792231882301,-1.28339428693406,2.382363517263029,1.7693037247522545,S,protein_coding,RAD9A
ENSG00000177084,1.5432831528913,-0.8641554642481059,2.0812436557399283,1.7687531078101237,S,protein_coding,POLE
ENSG00000172301,1.68484835119533,-0.532178403249589,1.87674051682539,1.766897795406091,S,protein_coding,COPRS
ENSG00000120334,1.61220184806831,0.721745089932061,1.1498761961709736,1.766383529632201,G2,protein_coding,CENPL
ENSG00000050393,1.27556091111773,-1.2205291970498402,2.3341508949201972,1.7654311538042544,S,protein_coding,MCUR1
ENSG00000106263,1.5917615511741101,-0.761659519227259,2.017097299599053,1.7646047883380882,S,protein_coding,EIF3B
ENSG00000067704,1.74784204336776,0.242369129671505,1.433007372303287,1.7645664066794735,S,protein_coding,IARS2
ENSG00000101773,1.5252588307558,-0.885999351141552,2.0970417866023543,1.763918748418362,S,protein_coding,RBBP8
ENSG00000246273,-1.73975409473016,-0.288102782505674,4.548278597238107,1.7634476242343775,G1,antisense,SBF2-AS1
ENSG00000166833,0.810843580614121,1.56483116468242,0.47807521114713136,1.7624312429665072,G2/M,protein_coding,NAV2
ENSG00000146918,1.58194789203798,0.776564014888255,1.1144624197145627,1.7622743266423573,G2,protein_coding,NCAPG2
ENSG00000223478,1.74058776807243,0.27290875012414606,1.4152713796468104,1.7618527078781834,S,antisense,AL441992.1
ENSG00000116133,1.3052339893153702,-1.1828510234721101,2.307046486973619,1.7614687935337185,S,protein_coding,DHCR24
ENSG00000136718,1.52977785358803,-0.8705516052526221,2.088163089958034,1.7601364659412966,S,protein_coding,IMP4
ENSG00000104852,1.7489019896548301,-0.123857652188731,1.6414985183629789,1.7532823182318154,S,protein_coding,SNRNP70
ENSG00000184640,1.6218980385463202,-0.66547415639812,1.9601553140507184,1.7531141150176706,S,protein_coding,SEPT9
ENSG00000166130,1.74347780814088,0.172526073729713,1.472162305396775,1.7519931830907098,S,protein_coding,IKBIP
ENSG00000109606,1.7516870102512199,-0.0306640724377817,1.5882999907444197,1.75195538391288,S,protein_coding,DHX15
ENSG00000004700,0.960708273195509,-1.46435759535015,2.560968243785695,1.7513719060342297,S,protein_coding,RECQL
ENSG00000204568,1.6278858358519501,-0.642289006411243,1.9465991513888568,1.750013560611501,S,protein_coding,MRPS18B
ENSG00000124193,1.7473525532455803,0.0960063870937116,1.515907602464636,1.7499880490153743,S,protein_coding,SRSF6
ENSG00000137309,1.62033584274772,-0.660253792577986,1.9577339542349477,1.749692348359156,S,protein_coding,HMGA1
ENSG00000106355,1.74878973456495,-0.0008729098442047849,1.5712954775815555,1.7487899524217723,S,protein_coding,LSM5
ENSG00000133131,1.6956506155161202,-0.42124478486795797,1.8142936331033,1.747191511734947,S,protein_coding,MORC4
ENSG00000102119,1.7110811586664,-0.34580427291120297,1.7702073633568405,1.745674461836111,S,protein_coding,EMD
ENSG00000148677,0.619457235208974,-1.6251965136736,2.7774338360425763,1.739250118387108,G1/S,protein_coding,ANKRD1
ENSG00000129911,1.44613445596147,-0.9642260845326189,2.1588642488537846,1.738113001738403,S,protein_coding,KLF16
ENSG00000171320,1.73707808490145,-0.0500078693759006,1.5995768758915034,1.737797761548911,S,protein_coding,ESCO2
ENSG00000182944,1.53515901867229,0.813339107007422,1.0835878686259786,1.7373064541405754,G2,protein_coding,EWSR1
ENSG00000128708,1.4700960356286898,-0.924124761735093,2.131991137076785,1.7364299378964683,S,protein_coding,HAT1
ENSG00000160256,1.4889832212336298,-0.889411653870289,2.109248945668638,1.7343944543141157,S,protein_coding,FAM207A
ENSG00000103121,1.6676406345461698,-0.47525052058488304,1.8484204761748932,1.7340381608562583,S,protein_coding,CMC2
ENSG00000136153,1.1632029760148102,1.2855934165900702,0.7354598820324507,1.7337218912471057,G2/M,protein_coding,LMO7
ENSG00000198917,1.60781972668208,-0.643196998962351,1.9513397573328657,1.7317005090321516,S,protein_coding,SPOUT1
ENSG00000005243,0.953115921901402,-1.44559159833688,2.5586893806805135,1.7315210162640633,S,protein_coding,COPZ2
ENSG00000171793,1.06254318068915,-1.36608392639367,2.480534223592898,1.730659788860931,S,protein_coding,CTPS1
ENSG00000143321,1.59239160112085,0.673205338125258,1.1708213837724506,1.7288482983190188,G2,protein_coding,HDGF
ENSG00000093167,1.6775681412436598,0.416990417624775,1.3271655113552407,1.7286167524661422,G2,protein_coding,LRRFIP2
ENSG00000146278,-1.64407858860962,0.53357350716818,5.026207103274414,1.7284950370412848,G1,protein_coding,PNRC1
ENSG00000096092,1.6840445279878997,-0.38779563836873604,1.7971271708412386,1.7281178864255191,S,protein_coding,TMEM14A
ENSG00000129103,0.499598667501906,-1.6540059563632,2.8482527703730915,1.7278120650853854,G1/S,protein_coding,SUMF2
ENSG00000136938,1.70794885768231,0.24726627800044101,1.4270214361161901,1.7257548819848372,S,protein_coding,ANP32B
ENSG00000130312,0.8793245351991821,-1.48100974492404,2.6057938966542578,1.7223825076803432,S,protein_coding,MRPL34
ENSG00000116489,1.6036174725254801,0.6205831454666639,1.2015559553547632,1.719509359854231,G2,protein_coding,CAPZA1
ENSG00000089006,1.65979042437613,-0.41645070867936296,1.8166271354960761,1.711237986257387,S,protein_coding,SNX5
ENSG00000107984,-1.2230890887608799,-1.19629051497171,3.938066994467038,1.7108646688903242,G1/S,protein_coding,DKK1
ENSG00000184436,1.25104380664034,-1.1668865396106,2.321403037865759,1.7107702366061763,S,protein_coding,THAP7
ENSG00000112983,1.1000049128923701,1.30911851631261,0.69881447775321,1.70991289197429,G2/M,protein_coding,BRD8
ENSG00000158545,1.6889966369423,-0.264189810901195,1.7259572542753558,1.7095338241129974,S,protein_coding,ZC3H18
ENSG00000122566,1.35004325662034,1.04694005173007,0.9111825103319354,1.7084204010320805,G2,protein_coding,HNRNPA2B1
ENSG00000105173,1.0988833032098102,-1.3067466432695902,2.4423874355404114,1.707375560258974,S,protein_coding,CCNE1
ENSG00000154102,1.70644216272399,-0.0277467848363359,1.5870549147049104,1.7066677294631438,S,protein_coding,C16orf74
ENSG00000164543,1.63200973920941,0.49752661001877896,1.2748912195262145,1.706161925653935,G2,protein_coding,STK17A
ENSG00000130921,0.9946195407778651,-1.3839043870058998,2.5184227393978946,1.704247453649659,S,protein_coding,C12orf65
ENSG00000108604,1.6864455834390801,-0.24509321329448602,1.7151171438779564,1.7041623716959002,S,protein_coding,SMARCD2
ENSG00000134363,1.6500615514480501,-0.42318434100800606,1.8218511213948674,1.7034635628746293,S,protein_coding,FST
ENSG00000132510,-1.6918181100836,-0.188471275675404,4.601444803749764,1.7022837423184063,G1,protein_coding,KDM6B
ENSG00000266028,1.15905926225437,1.24602682237009,0.7492540577854226,1.7017641480191514,G2/M,protein_coding,SRGAP2
ENSG00000182512,1.61776118284973,0.526203181845817,1.2563235942477637,1.7011881240239186,G2,protein_coding,GLRX5
ENSG00000088726,-1.37371724660092,-1.00207581443195,4.082161671647336,1.7003690809580927,G1,protein_coding,TMEM40
ENSG00000148843,1.06694679575975,-1.3236822094750502,2.4631768783373102,1.7001500100469806,S,protein_coding,PDCD11
ENSG00000178307,1.6285577316410198,-0.473935972057712,1.8539904589584475,1.6961177998293726,S,protein_coding,TMEM11
ENSG00000106244,1.6097773606316101,-0.531111595416522,1.8894795002426135,1.6951291035162945,S,protein_coding,PDAP1
ENSG00000134318,1.6863136958786598,-0.171387901673731,1.6720831809690415,1.6950007946157635,S,protein_coding,ROCK2
ENSG00000164830,1.6664071570102599,-0.27953401893706104,1.7369954981619289,1.6896899362540223,S,protein_coding,OXR1
ENSG00000175166,1.6788046357733202,0.191406380068161,1.457273039786806,1.689680859637342,S,protein_coding,PSMD2
ENSG00000126749,1.6481794790094297,0.36999603786628,1.34996954235572,1.6891988228342278,G2,protein_coding,EMG1
ENSG00000100749,1.6888168590839099,0.0201031982060659,1.558893171844868,1.6889365062382171,S,protein_coding,VRK1
ENSG00000135913,1.07242240545605,-1.30329907748935,2.4530719832143926,1.6878028027908745,S,protein_coding,USP37
ENSG00000197858,1.6460278374236899,-0.36788848802821206,1.7906833224776733,1.6866385449163057,S,protein_coding,GPAA1
ENSG00000125817,1.58987448455272,-0.5622571299047261,1.910718000860318,1.6863670883768092,S,protein_coding,CENPB
ENSG00000137710,1.17906437442527,1.20307497038545,0.7753190792562655,1.6845124467948596,G2/M,protein_coding,RDX
ENSG00000147140,1.6678070316518403,-0.229725935108008,1.7076763196890583,1.6835540680621373,S,protein_coding,NONO
ENSG00000224032,-1.6807284067062,-0.0809861088434584,4.664241095412583,1.682678438363898,G1,lincRNA,EPB41L4A-AS1
ENSG00000165138,1.59262337118761,-0.5416762750587429,1.8986385760050335,1.6822194831277228,S,protein_coding,ANKS6
ENSG00000110536,1.4886459626566801,-0.780797793101493,2.0538528559094242,1.6809854240433484,S,protein_coding,PTPMT1
ENSG00000105404,-1.61321867124679,-0.467739192253934,4.430185434782052,1.6796590229060246,G1,protein_coding,RABAC1
ENSG00000154640,1.5258348435655,-0.7000246827631178,2.0009288448898093,1.678751478425606,S,protein_coding,BTG3
ENSG00000105281,1.6668759586633,-0.19159773100482003,1.6852382859400277,1.6778513498209222,S,protein_coding,SLC1A5
ENSG00000107262,-0.334908595126296,-1.6439275252126297,3.3425670496419544,1.6776952867672932,G1/S,protein_coding,BAG1
ENSG00000159055,1.67434080995563,0.0844320209178719,1.5204119830282674,1.6764682860224798,S,protein_coding,MIS18A
ENSG00000205937,1.6046287244316,-0.479944688850622,1.8614273645912245,1.6748672328357563,S,protein_coding,RNPS1
ENSG00000167969,1.6712161186835601,-0.0562913266888362,1.604466450237996,1.6721638761820363,S,protein_coding,ECI1
ENSG00000198824,1.6481356553815703,-0.28104776661276193,1.7396963595831274,1.6719267285554291,S,protein_coding,CHAMP1
ENSG00000068120,1.48060217961996,-0.77643489245483,2.0537766206256594,1.6718355052207499,S,protein_coding,COASY
ENSG00000197191,1.24406943600719,-1.11365120717877,2.300935418119761,1.669708888656337,S,protein_coding,CYSRT1
ENSG00000133318,1.66560983078078,-0.116125354975738,1.640403113284952,1.6696530197804034,S,protein_coding,RTN3
ENSG00000005448,1.6692678334162399,-0.022965867425357996,1.5845535071030916,1.6694258086973337,S,protein_coding,WDR54
ENSG00000169718,1.4339379943311399,-0.8538298864233491,2.1078591499271258,1.6688929404057413,S,protein_coding,DUS1L
ENSG00000182010,1.6150256183753797,-0.413365273572174,1.8213667925930392,1.6670868595859591,S,protein_coding,RTKN2
ENSG00000122786,-1.48840139013183,-0.748441075150828,4.246464810211565,1.665984015865486,G1,protein_coding,CALD1
ENSG00000111530,1.5690369805401698,0.546401732611565,1.2356901283650226,1.6614547540344076,G2,protein_coding,CAND1
ENSG00000197299,1.4925559192134,-0.7289681073182019,2.0251229996575537,1.6610592022760773,S,protein_coding,BLM
ENSG00000147804,1.14250566299904,-1.20557722349443,2.3830489077141417,1.6609441988800873,S,protein_coding,SLC39A4
ENSG00000108528,1.31491252703077,-1.01314009514326,2.2272888585180133,1.6599541578397097,S,protein_coding,SLC25A11
ENSG00000136485,0.7798445950017591,1.4652753343576599,0.48908788681454224,1.6598763200402642,G2/M,protein_coding,DCAF7
ENSG00000147274,1.4132450797199199,0.8696921794080991,1.0191398561116933,1.6594053580352728,G2,protein_coding,RBMX
ENSG00000101384,-1.37776764730144,-0.9247966858631279,4.121234943220497,1.6593651195966395,G1,protein_coding,JAG1
ENSG00000277075,-1.6473325018899598,-0.176259487923791,4.605797600421813,1.656735277244434,G1,protein_coding,HIST1H2AE
ENSG00000124767,0.9659447648068571,-1.3455446243128002,2.518964665863826,1.656363373380023,S,protein_coding,GLO1
ENSG00000005075,1.6496236347526398,-0.148161050245214,1.660371046649028,1.6562638174953517,S,protein_coding,POLR2J
ENSG00000138495,1.60274060063221,0.409690165031154,1.3205366844239468,1.6542743013896308,G2,protein_coding,COX17
ENSG00000255302,0.207003084733372,-1.6396692506966102,3.0160101762575438,1.652684340329125,G1/S,protein_coding,EID1
ENSG00000160949,1.49872208528713,-0.6937456447255049,2.004318921521891,1.6514995938549333,S,protein_coding,TONSL
ENSG00000144283,1.40350415463374,0.864784069033913,1.0185786453127021,1.6485373511476835,G2,protein_coding,PKP4
ENSG00000178295,1.50500223470671,0.672777380228125,1.1504170853087017,1.6485330235754485,G2,protein_coding,GEN1
ENSG00000181544,1.5653906141918899,-0.512882488419244,1.8874129524059964,1.6472693228270774,S,protein_coding,FANCB
ENSG00000223496,1.49458279934018,0.689539998659918,1.1385360812674652,1.6459778716117202,G2,protein_coding,EXOSC6
ENSG00000158169,1.60060481055673,-0.382832168203616,1.8055655331777312,1.6457509618981931,S,protein_coding,FANCC
ENSG00000186185,1.33877107565761,0.956126419581898,0.950615413394156,1.6451400314988187,G2,protein_coding,KIF18B
ENSG00000189159,1.05661860606147,1.26042284274225,0.6976651326486074,1.6447214418197806,G2/M,protein_coding,JPT1
ENSG00000182963,1.43624722497579,-0.800401345202953,2.0792166449032385,1.644216653806108,S,protein_coding,GJC1
ENSG00000115902,1.46433286416304,-0.747769568489502,2.042931919634751,1.644211076664705,S,protein_coding,SLC1A4
ENSG00000124107,1.55061830374991,0.545621418610267,1.2324534818632067,1.6438125977040472,G2,protein_coding,SLPI
ENSG00000164167,1.44739685921608,-0.776914721863022,2.063423031214251,1.642727656404454,S,protein_coding,LSM6
ENSG00000214022,1.62858475203202,0.21446294923931503,1.439863014805314,1.6426450167786166,S,protein_coding,REPIN1
ENSG00000116871,1.62639361866822,0.225619656450775,1.4329521788295319,1.6419684626148192,S,protein_coding,MAP7D1
ENSG00000105700,1.1752423723016399,-1.1446231437580199,2.3429965481130783,1.6405355146657687,S,protein_coding,KXD1
ENSG00000273802,0.368755296741355,1.5975934134961998,0.2268463277377814,1.6395990923763175,M/G1,protein_coding,HIST1H2BG
ENSG00000196976,1.32053509705124,-0.970640551189552,2.2046513486530914,1.6388886545942298,S,protein_coding,LAGE3
ENSG00000132305,1.5853183845036998,0.411210566376746,1.3170027833418276,1.6377815819410428,G2,protein_coding,IMMT
ENSG00000151353,1.54798472001951,-0.5316501100312361,1.9016210527389779,1.636737160606463,S,protein_coding,TMEM18
ENSG00000119537,0.859579377401516,-1.3907922180938,2.588006580413522,1.634986146719369,S,protein_coding,KDSR
ENSG00000176170,0.767893583533428,-1.44260780992465,2.6524437107001675,1.6342514643981216,S,protein_coding,SPHK1
ENSG00000176912,1.6307991149787802,0.100232222882128,1.5094115152159187,1.6338764494047477,S,bidirectional_promoter_lncRNA,TYMSOS
ENSG00000165434,-1.24429186686292,1.05861127757652,5.417332270658039,1.6336829823908317,G1,protein_coding,PGM2L1
ENSG00000110958,1.3103902890366799,0.9749177609036371,0.9311524864802623,1.6332750381142165,G2,protein_coding,PTGES3
ENSG00000126953,0.818183384945489,-1.41294042221684,2.616709293934855,1.6327353392804236,S,protein_coding,TIMM8A
ENSG00000080345,1.61368441641049,-0.23072065148498003,1.7128113827536098,1.6300949097484223,S,protein_coding,RIF1
ENSG00000160208,1.21167504997691,-1.0861591163471,2.301625138313581,1.6272363235745633,S,protein_coding,RRP1B
ENSG00000198498,1.06273895002356,-1.23207185782896,2.42985048591224,1.6270879320894995,S,protein_coding,TMA16
ENSG00000126215,1.41892386979137,-0.7956104192732478,2.081827995842111,1.6267577839124883,S,protein_coding,XRCC3
ENSG00000039650,1.19093971640754,-1.10742421250184,2.319873533905058,1.6262612934433975,S,protein_coding,PNKP
ENSG00000007255,-1.4051805874474999,-0.818498424834612,4.184946757068321,1.6261833091001894,G1,protein_coding,TRAPPC6A
ENSG00000106554,1.06878797493468,-1.2242688286864298,2.423895923876934,1.6251590384507657,S,protein_coding,CHCHD3
ENSG00000103187,1.4252181637886998,-0.7796609682392339,2.071369342114937,1.6245362537625847,S,protein_coding,COTL1
ENSG00000111196,1.6235996997832,0.015632420871282998,1.5611683761110247,1.6236749544531364,S,protein_coding,MAGOHB
ENSG00000114107,1.01766618060465,1.26513503626315,0.6774140648834704,1.6236413135686767,G2/M,protein_coding,CEP70
ENSG00000013573,0.9952811776127459,-1.28245189239493,2.4816101905292998,1.6233506949570542,S,protein_coding,DDX11
ENSG00000198887,1.48987845886677,-0.643909071325709,1.978740324284177,1.6230701507731446,S,protein_coding,SMC5
ENSG00000090861,1.44952573111877,0.7293744155559381,1.1046068220961949,1.6226866250890746,G2,protein_coding,AARS
ENSG00000126261,1.53923360194482,-0.510916276683262,1.8912824529188115,1.6218124192199024,S,protein_coding,UBA2
ENSG00000176973,-1.36053309435444,0.8813546173959929,5.287216735108805,1.6210602278875714,G1,protein_coding,FAM89B
