,V1,V2,angles,r,assigned_phase,gene_biotype,gene_symbols,peak_times
ENSG00000197170,1.20277222598775,0.630104009941065,1.0882305385619093,1.3578262373924497,G2,protein_coding,PSMD12,20.903690369036905
ENSG00000160932,-1.33517134667415,0.242978660980849,4.89240214554499,1.3571002743613714,S,protein_coding,LY6E,10.205820582058207
ENSG00000013374,1.35519304734306,-0.0666365470181774,1.619928013257381,1.3568303596859392,G2/M,protein_coding,NUB1,22.161416141614165
ENSG00000233593,-1.2709502738342702,-0.47472277750573405,4.354918248974962,1.3567152663850162,S,processed_transcript,AL590094.1,10.11941194119412
ENSG00000144744,1.3295406992743601,-0.26916796848588104,1.770548315135528,1.3565138651284663,G2/M,protein_coding,UBA3,22.03900390039004
ENSG00000125944,1.30294952099555,0.371262886463946,1.2932123437647969,1.3548112728819737,G2/M,protein_coding,HNRNPR,21.00690069006901
ENSG00000164346,1.16199759601169,0.6949284961837211,1.0318145244318364,1.3539438791711844,G2,protein_coding,NSA2,22.423042304230425
ENSG00000122033,1.1220010734488601,-0.75742605564052,2.164592116531781,1.353728421280853,M/G1,protein_coding,MTIF3,23.375937593759378
ENSG00000129534,1.27891855669794,0.44377773118543795,1.2368014998868404,1.3537249902998898,G2,protein_coding,MIS18BP1,21.35973597359736
ENSG00000005194,1.3187688366288302,-0.303637698862499,1.7970957857664303,1.3532727354949081,G2/M,protein_coding,CIAPIN1,22.449444944494452
ENSG00000094804,-1.14747133201767,0.715673487586292,5.270050168565919,1.35236052834898,S,protein_coding,CDC6,14.435043504350435
ENSG00000131016,0.9655096552892549,0.945237862478838,0.7960071172685257,1.3511785637436446,G2,protein_coding,AKAP12,20.12601260126013
ENSG00000161091,0.8786738913959721,-1.02545072363494,2.4331259855065657,1.3504136381214322,G1,protein_coding,MFSD12,1.0465046504650466
ENSG00000143476,-0.9867233420047641,0.919668942017453,5.462628184918881,1.3488565218615922,S,protein_coding,DTL,15.22952295229523
ENSG00000104738,-0.859770724677657,-1.03880283576295,3.832970617945999,1.3484498621016243,G1,protein_coding,MCM4,9.06090609060906
ENSG00000150316,0.159482408626913,-1.3380025807343898,3.0229579716888244,1.3474737640166985,G1,protein_coding,CWC15,1.4185418541854187
ENSG00000102225,0.000511027430572122,-1.3469753402631899,3.1412132647540973,1.346975437202242,G1,protein_coding,CDK16,1.0033003300330035
ENSG00000051108,1.20418920476325,-0.60228892637954,2.0345730261103436,1.3464113753633278,M/G1,protein_coding,HERPUD1,23.963996399639967
ENSG00000123505,1.33509304431512,0.165294797624965,1.447615462018906,1.345286514873502,G2/M,protein_coding,AMD1,21.729372937293732
ENSG00000143740,1.31598846061966,0.27239925499243395,1.3666866937154436,1.34388503325416,G2/M,protein_coding,SNAP47,21.892589258925895
ENSG00000167799,-1.25303704940549,0.483365220717942,5.080555132754765,1.3430352876162717,S,protein_coding,NUDT8,10.671467146714672
ENSG00000047410,1.12751147195896,-0.729662234072729,2.1451611624454423,1.3430149274044079,M/G1,protein_coding,TPR,23.423942394239425
ENSG00000167523,-1.1019690430011002,0.7653588599803629,5.319439443397817,1.3416817641613832,S,protein_coding,SPATA33,11.497149714971497
ENSG00000112578,1.13144257424752,-0.720105761568485,2.137586468511358,1.3411616631353518,M/G1,protein_coding,BYSL,22.36543654365437
ENSG00000213058,-1.08645780547929,-0.781780542338153,4.088650330655485,1.3384959392786409,S,processed_pseudogene,AL365357.1,8.811281128112812
ENSG00000119640,-1.33647806397308,0.0690449718285813,4.7640049746958075,1.3382603721309398,S,protein_coding,ACYP1,10.870687068706872
ENSG00000077549,-0.7459397369283292,1.1104955531517802,5.691693846319857,1.3377692120461522,S,protein_coding,CAPZB,10.561056105610563
ENSG00000136159,0.876922012428146,1.00963015648509,0.715169573985436,1.3372902709453685,G2,protein_coding,NUDT15,19.64836483648365
ENSG00000105171,1.11299776815112,-0.7383487878419681,2.156525288993423,1.3356357903324836,M/G1,protein_coding,POP4,23.4983498349835
ENSG00000175906,1.23297058176678,0.511891223008743,1.1772819624428865,1.3350090185821588,G2,protein_coding,ARL4D,20.956495649564957
ENSG00000157916,1.17053143443906,0.641571485101335,1.0694109132024527,1.3348250108179334,G2,protein_coding,RER1,22.653465346534656
ENSG00000163882,0.755927189436534,1.09998376018024,0.6020949346888445,1.3346872998532942,G2,protein_coding,POLR2H,20.34923492349235
ENSG00000100644,1.3130049926342,0.236956998030526,1.3922489231647808,1.3342153985012968,G2/M,protein_coding,HIF1A,21.551755175517552
ENSG00000188010,-0.91051821221847,0.9736471122937008,5.531279583472743,1.333053680111713,S,protein_coding,MORN2,10.82028202820282
ENSG00000111642,1.2761061444380901,0.384464642062879,1.2781660778493447,1.3327640274516661,G2/M,protein_coding,CHD4,21.662166216621664
ENSG00000101412,-1.17142881267769,0.6331255002865229,5.2078882884878475,1.3315755188063958,S,protein_coding,E2F1,15.644764476447646
ENSG00000093144,1.32448281682817,0.13519054942962802,1.4690781525765997,1.3313644192061647,G2/M,protein_coding,ECHDC1,22.235823582358236
ENSG00000168002,1.28675179459089,0.34153724441228,1.3113526909361988,1.3313068279715272,G2/M,protein_coding,POLR2G,20.114011401140115
ENSG00000100883,1.32797639511763,0.0721291620792308,1.516534551124881,1.329933803620266,G2/M,protein_coding,SRP54,23.164716471647168
ENSG00000245937,1.26589179754249,-0.40755877900036996,1.8822706545723387,1.3298820253788035,G2/M,lincRNA,LINC01184,22.28622862286229
ENSG00000136003,1.05721110998848,-0.8062660162518291,2.222334808927234,1.3295714422495952,M/G1,protein_coding,ISCU,1.168916891689169
ENSG00000115310,1.0038705501401,0.8717036975380491,0.855749277055774,1.3295199952389183,G2,protein_coding,RTN4,21.770177017701773
ENSG00000116539,1.3028791883400601,-0.263802071264646,1.7705717429868588,1.3293177619415049,G2/M,protein_coding,ASH1L,22.545454545454547
ENSG00000125458,-1.21536777234303,-0.537700345660896,4.295858269009456,1.3289998057839987,S,protein_coding,NT5C,10.013801380138014
ENSG00000129810,1.3258423366535101,-0.0778779644314819,1.6294673935943378,1.3281275838588817,G2/M,protein_coding,SGO1,22.76867686768677
ENSG00000137996,1.08918552737132,0.75593126796021,0.9640859442058187,1.3258043577070757,G2,protein_coding,RTCA,20.96849684968497
ENSG00000182196,0.583805208968289,1.18959815125257,0.4562269817620647,1.325131043890392,S,protein_coding,ARL6IP4,20.96849684968497
ENSG00000131437,1.3072412253516699,0.201359421888781,1.4179636299771998,1.3226583980916309,G2/M,protein_coding,KIF3A,22.840684068406844
ENSG00000119185,-1.28507439230867,0.307950457301295,4.947590029646798,1.3214574067746467,S,protein_coding,ITGB1BP1,13.551755175517552
ENSG00000141298,-1.03906407659601,0.8146185631121869,5.377292824375241,1.3203247928594248,S,protein_coding,SSH2,12.370837083708372
ENSG00000109445,1.2975621970476399,-0.24017069441888,1.7538187700261372,1.3196020679222753,G2/M,protein_coding,ZNF330,21.796579657965797
ENSG00000143815,1.28932215033668,0.277655350191547,1.358685784405333,1.3188798659615633,G2/M,protein_coding,LBR,20.985298529852987
ENSG00000153774,-1.3176771321348002,0.0027587987625933897,4.714482660744051,1.3176800201572474,S,protein_coding,CFDP1,9.404140414041406
ENSG00000124226,1.20191306911178,-0.538232847660599,1.991830435703386,1.3169243045834245,G2/M,protein_coding,RNF114,20.33723372337234
ENSG00000106443,0.0690958036518734,1.3143109311831103,0.05252353277472774,1.3161259263116554,S,protein_coding,PHF14,20.162016201620162
ENSG00000136279,-0.34918299753752097,1.26895889781855,6.014658434610361,1.3161251650668175,S,protein_coding,DBNL,14.411041104110412
ENSG00000160113,1.03176644728433,-0.8165495973596519,2.2402770633821745,1.315786930581824,M/G1,protein_coding,NR2F6,22.747074707470748
ENSG00000067900,1.3087693788804298,0.132174346853719,1.4701462662171907,1.3154266779495059,G2/M,protein_coding,ROCK1,21.484548454845488
ENSG00000103187,-1.31074103484033,-0.10777381228415302,4.630349955242795,1.3151643452544473,S,protein_coding,COTL1,11.185118511851186
ENSG00000165752,-1.30578247766148,-0.154003845288568,4.594991409508378,1.314832713059505,S,protein_coding,STK32C,9.68016801680168
ENSG00000169169,-1.31007084595054,-0.10676141814807301,4.631075806748511,1.314413793983672,S,protein_coding,CPT1C,9.756975697569757
ENSG00000077514,-0.886799562575832,0.967642843415771,5.541353946110855,1.3125342420670194,S,protein_coding,POLD3,10.933093309330934
ENSG00000179115,1.03269912555108,-0.8083154488920841,2.234912227010565,1.3114272182746463,M/G1,protein_coding,FARSA,0.7152715271527154
ENSG00000163918,-1.1578524555483,0.6155255426452121,5.201003380989574,1.3112947809199542,S,protein_coding,RFC4,13.002100210021004
ENSG00000168078,0.8844638761938008,0.966460547758133,0.7411267207495711,1.3100848593372543,G2,protein_coding,PBK,21.22772277227723
ENSG00000011451,-0.9377767708457421,0.914667558500333,5.4853128074151885,1.3099778679469465,S,protein_coding,WIZ,14.343834383438345
ENSG00000187837,-1.2037911312119498,0.5166296755526091,5.117785389700922,1.3099692016403057,S,protein_coding,HIST1H1C,12.759675967596761
ENSG00000129515,1.2185110434536002,0.479188981965925,1.1961156625797822,1.309347640413317,G2,protein_coding,SNX6,20.72607260726073
ENSG00000130935,1.30853205720556,-0.0448493862182516,1.6050574945784737,1.3093004285414287,G2/M,protein_coding,NOL11,22.305430543054307
ENSG00000159479,1.28385428659248,0.238519237016897,1.3871068732883942,1.3058228270439327,G2/M,protein_coding,MED8,22.5982598259826
ENSG00000169972,-1.2996485902594,-0.10652175339784,4.630609811994685,1.304006649565176,S,protein_coding,PUSL1,9.86018601860186
ENSG00000135766,1.24957575983418,-0.37281341183855804,1.8607404985194909,1.3040051455465482,G2/M,protein_coding,EGLN1,23.133513351335136
ENSG00000179051,1.06069163626475,-0.758520950701769,2.1915974956515565,1.3040018327807321,M/G1,protein_coding,RCC2,0.11281128112811283
ENSG00000141560,-0.248881570758982,1.2768079547184,6.0906744491901454,1.3008384179042536,S,protein_coding,FN3KRP,16.816081608160818
ENSG00000070423,-1.2994108005933898,-0.0594204273209164,4.666692068521011,1.3007687019150462,S,protein_coding,RNF126,9.464146414641466
ENSG00000078269,-1.29207766054469,-0.146539193484792,4.5994579169022005,1.3003608791815495,S,protein_coding,SYNJ2,11.396339633963397
ENSG00000163931,-1.26139980450138,0.311804713591363,4.95472066799926,1.2993658631093519,S,protein_coding,TKT,11.367536753675369
ENSG00000158864,0.813505501324745,1.01292858175215,0.6766418675200301,1.2991595407862913,G2,protein_coding,NDUFS2,22.034203420342035
ENSG00000120697,0.0162252403110097,-1.2989758164824199,3.1291025083817674,1.299077145603493,G1,protein_coding,ALG5,2.1722172217221725
ENSG00000071539,-0.669249862757073,1.1110178360084801,5.741020986905154,1.29701812274514,S,protein_coding,TRIP13,12.632463246324633
ENSG00000093009,-1.26944483721774,0.261859190132131,4.915814216093949,1.29617145092593,S,protein_coding,CDC45,12.891689168916892
ENSG00000066427,1.2606894531865,-0.299795543830635,1.8042627865741245,1.2958453864085724,G2/M,protein_coding,ATXN3,22.999099909991
ENSG00000070961,1.21192413359336,0.449051106081054,1.2159525885662268,1.2924422623307528,G2,protein_coding,ATP2B1,21.731773177317734
ENSG00000136718,-1.02484816091357,-0.787149106076473,4.057426714910145,1.2922528653962881,S,protein_coding,IMP4,9.54815481548155
ENSG00000116133,-1.28139823040003,-0.153286858332156,4.593330058991814,1.2905341087354765,S,protein_coding,DHCR24,11.715571557155716
ENSG00000167193,1.2806848235605401,0.148157244305816,1.4556223531556167,1.289226196731429,G2/M,protein_coding,CRK,22.14941494149415
ENSG00000179958,-1.28874888133024,0.0283688441647139,4.734398127225412,1.2890610809613277,S,protein_coding,DCTPP1,10.424242424242426
ENSG00000101745,0.8251409079100509,0.9900543362958771,0.6947952764190879,1.2888231479628587,G2,protein_coding,ANKRD12,19.751575157515752
ENSG00000118231,-1.2678751513135702,0.226824164857971,4.8894172298984415,1.2880048917150604,S,protein_coding,CRYGD,12.404440444044406
ENSG00000115762,1.25408158374302,0.292427297975127,1.3417093954919723,1.2877244826764904,G2/M,protein_coding,PLEKHB2,22.202220222022206
ENSG00000012660,0.362811382956953,1.23555053683158,0.28561498840524524,1.2877178373649805,S,protein_coding,ELOVL5,19.053105310531055
ENSG00000120159,1.21687222083101,0.421183640702979,1.2375823770668344,1.2877009206434586,G2,protein_coding,CAAP1,22.0966096609661
ENSG00000271576,-1.28357753104166,0.0995396130021316,4.789782664046669,1.2874313235087989,S,lincRNA,AL359504.2,9.68016801680168
ENSG00000134072,-0.9183177225414599,0.9016635291693801,5.488636649222546,1.2869749645458979,S,protein_coding,CAMK1,15.563156315631565
ENSG00000130005,-1.18799468332967,-0.492071601550617,4.319698454629827,1.2858716221583522,S,protein_coding,GAMT,9.81938193819382
ENSG00000047849,1.24567222664109,0.31743945946531105,1.3212733500663665,1.285483219124466,G2/M,protein_coding,MAP4,20.994899489948995
ENSG00000023608,1.2553458185081499,0.266068083995641,1.361939106830392,1.2832323832287775,G2/M,protein_coding,SNAPC1,22.454245424542457
ENSG00000197747,0.6270073997685339,1.11927518032952,0.5106333837234538,1.28293226971114,G2,protein_coding,S100A10,22.423042304230425
ENSG00000116922,1.09998769086955,0.6579343321490579,1.0317538350047932,1.2817372997166587,G2,protein_coding,C1orf109,20.810081008100813
ENSG00000128708,1.23295274759856,0.349598855266072,1.2945024287885427,1.281558362859135,G2/M,protein_coding,HAT1,21.03810381038104
ENSG00000092199,1.2813141274418602,0.00574736116118743,1.5663108360841296,1.2813270173310218,G2/M,protein_coding,HNRNPC,21.004500450045008
ENSG00000104823,1.2043156762754499,-0.433085635854609,1.9160078414550128,1.2798200717703974,G2/M,protein_coding,ECH1,23.131113111311134
ENSG00000213523,1.0824361918835101,-0.6802274656660999,2.13185311856835,1.278427751007385,M/G1,protein_coding,SRA1,0.16561656165616562
ENSG00000198818,0.935063183610978,0.8709623198422919,0.82087604962993,1.2778570029270742,G2,protein_coding,SFT2D1,21.004500450045008
ENSG00000278023,-0.6971378696213679,1.07014476191222,5.705796635736389,1.2771887177345331,S,protein_coding,RDM1,16.194419441944195
ENSG00000185808,0.38121555362781206,-1.2172229453188899,2.838084160148157,1.2755222447838972,G1,protein_coding,PIGP,1.3993399339933994
ENSG00000138442,0.77727373676153,1.01036690912197,0.6557381701312373,1.2747532125505374,G2,protein_coding,WDR12,20.061206120612063
ENSG00000204856,1.1833387846338101,-0.47252912847668604,1.9507151096143869,1.2741956115438318,G2/M,protein_coding,FAM216A,21.786978697869788
ENSG00000005486,1.26760538765484,-0.125417202016996,1.6694156184374747,1.2737946825816748,G2/M,protein_coding,RHBDD2,23.786378637863788
ENSG00000185658,1.12568869740219,0.5953607007044001,1.0843080516243944,1.2734321369442008,G2,protein_coding,BRWD1,21.666966696669668
ENSG00000151466,0.975661973658613,-0.8170554570393491,2.267951568987457,1.2725941641863676,M/G1,protein_coding,SCLT1,23.2991299129913
ENSG00000147400,0.583135177261589,1.13011491080603,0.4763626474383838,1.2716942818877601,G2,protein_coding,CETN2,21.97659765976598
ENSG00000135052,-1.24759756891047,-0.24532834598608497,4.518225680906718,1.2714895561095194,S,protein_coding,GOLM1,11.573957395739574
ENSG00000130985,1.2310652067264098,0.31731877065681297,1.3185280292403478,1.271303561476758,G2/M,protein_coding,UBA1,21.942994299429945
ENSG00000205250,1.1561289736316598,-0.522028318545933,1.9949228815157327,1.2685218835457626,G2/M,protein_coding,E2F4,22.180618061806182
ENSG00000124380,1.26774103314467,0.0435399190879046,1.5364653309746024,1.2684884909501135,G2/M,protein_coding,SNRNP27,20.265226522652267
ENSG00000102393,-0.137205853578552,1.26093482939765,6.174798934589046,1.2683777395729945,S,protein_coding,GLA,18.186618661866188
ENSG00000141562,0.9384335646247179,-0.8512388323094431,2.307511927966757,1.266990570148728,M/G1,protein_coding,NARF,23.500750075007502
ENSG00000148335,-0.881864807023236,-0.909452947957251,3.9115910031122034,1.2668031427235502,G1,protein_coding,NTMT1,9.413741374137414
ENSG00000115844,1.26488500277055,0.0695126431552755,1.5158958492938375,1.2667936208365935,G2/M,protein_coding,DLX2,21.374137413741376
ENSG00000153147,1.21323872504805,-0.35941542624206796,1.8588042532094489,1.2653567293759438,G2/M,protein_coding,SMARCA5,23.44554455445545
ENSG00000123739,-1.2416124095631202,0.243183670559206,4.905801755818868,1.2652034117910786,S,protein_coding,PLA2G12A,12.692469246924693
ENSG00000103507,0.0593790879335734,-1.26161507403922,3.094561430054729,1.2630116670588636,G1,protein_coding,BCKDK,1.9345934593459349
ENSG00000130193,-1.26033379170741,-0.0701828328993656,4.6567605236697815,1.262286376601347,S,protein_coding,THEM6,13.191719171917192
ENSG00000104147,1.15495384306229,0.509170559518298,1.1555709051586567,1.262209585720426,G2,protein_coding,OIP5,22.034203420342035
ENSG00000168818,1.2285084002651598,0.28914656225480895,1.339639512776359,1.2620771069890446,G2/M,protein_coding,STX18,21.172517251725175
ENSG00000013561,1.25976585263235,-0.0740344744872345,1.6294972503302885,1.2619394228215208,G2/M,protein_coding,RNF14,22.52625262526253
ENSG00000112031,1.21526574047514,0.338539730311063,1.2991117463890915,1.2615387306665133,G2/M,protein_coding,MTRF1L,22.15901590159016
ENSG00000155959,-0.334791768950635,1.2154577835053302,6.014405430576484,1.2607232654475706,S,protein_coding,VBP1,13.441344134413443
ENSG00000107625,1.25853730647759,0.0730465636338536,1.5128205292467605,1.2606553661705413,G2/M,protein_coding,DDX50,21.335733573357338
ENSG00000175727,-1.18028952315164,-0.44098189493840906,4.354827143096169,1.2599795197244261,S,protein_coding,MLXIP,9.86018601860186
ENSG00000103005,-1.2339825266422,0.254437224396451,4.915731156758277,1.2599409419559466,S,protein_coding,USB1,11.120312031203122
ENSG00000164144,1.25895039166221,0.0457867931673382,1.5344433283028902,1.2597827269394435,G2/M,protein_coding,ARFIP1,22.31983198319832
ENSG00000171634,1.2209856190461201,-0.297084965645567,1.809474053515329,1.256608673664982,G2/M,protein_coding,BPTF,20.944494449444946
ENSG00000213397,-0.38187259967845394,1.19707543855022,5.974385540997418,1.2565095654094252,S,protein_coding,HAUS7,14.125412541254127
ENSG00000083520,0.311860109698724,1.21701520696116,0.25085228210979793,1.2563370336004647,S,protein_coding,DIS3,19.324332433243328
ENSG00000144021,-0.978025220522438,0.78775236493061,5.390445479803204,1.255821293190927,S,protein_coding,CIAO1,14.763876387638765
ENSG00000265354,1.2198016154609599,-0.291503388218634,1.8053729128146618,1.2541491962378764,G2/M,protein_coding,TIMM23,23.33753375337534
ENSG00000048544,0.587682173167558,1.10692364292273,0.48807251469775487,1.2532558748796157,G2,protein_coding,MRPS10,19.53795379537954
ENSG00000151665,-1.23436342366426,-0.21315247261912598,4.54139321579725,1.2526320442427619,S,protein_coding,PIGF,12.00840084008401
ENSG00000175183,-0.954653607001438,0.80860128012842,5.415144710693012,1.2510793498360429,S,protein_coding,CSRP2,11.314731473147315
ENSG00000138160,1.245314761771,-0.11860573204425501,1.6657514758600758,1.2509501091404551,G2/M,protein_coding,KIF11,22.55025502550255
ENSG00000196591,-0.117414313143855,1.2446186096498602,6.189126092805117,1.2501446333995896,S,protein_coding,HDAC2,18.594659465946595
ENSG00000120333,1.24595560550259,0.10153382022134101,1.489485276936518,1.2500857920687145,G2/M,protein_coding,MRPS14,23.210321032103213
ENSG00000115816,0.17617559884702302,-1.2375040858311799,3.000179255127086,1.2499816814969615,G1,protein_coding,CEBPZ,6.0918091809180925
ENSG00000174891,-0.574501140911962,1.1098344190865,5.8055209068282485,1.249713566661663,S,protein_coding,RSRC1,11.602760276027604
ENSG00000114405,-0.541748633497411,1.1224105241648201,5.833501364056996,1.2463133501059267,S,protein_coding,C3orf14,18.38823882388239
ENSG00000163541,-0.751725281077705,0.9934865180402471,5.63543939282018,1.2458356070281058,S,protein_coding,SUCLG1,14.40864086408641
ENSG00000114054,1.22320303600349,0.22867695820196302,1.3859804213804277,1.244394960814555,G2/M,protein_coding,PCCB,22.73987398739874
ENSG00000054116,0.644116584992304,1.05945928228446,0.5462572131684995,1.2398952156859269,G2,protein_coding,TRAPPC3,22.075007500750075
ENSG00000159840,1.16597082066702,-0.420006183441789,1.9165467853382057,1.239311562431442,G2/M,protein_coding,ZYX,22.6990699069907
ENSG00000146109,1.10630552272573,-0.558335419860171,2.0381846318999752,1.239213601718398,M/G1,protein_coding,ABT1,23.53675367536754
ENSG00000151332,1.2328808458033897,-0.12107470094578,1.6686871462940902,1.2388116334447266,G2/M,protein_coding,MBIP,22.13981398139814
ENSG00000233461,0.982932429251431,-0.7537592394790951,2.2249929086754068,1.2386723342249244,M/G1,antisense,AL445524.1,23.555955595559556
ENSG00000254682,-1.18684068577543,-0.35210686219033005,4.423984730964355,1.237970135267169,S,antisense,AP002387.1,7.0351035103510355
ENSG00000100129,1.00317633669879,0.7228047762679691,0.9464334108221982,1.2364503658085888,G2,protein_coding,EIF3L,22.636663666366637
ENSG00000175575,0.632898285869599,1.06066653192885,0.5379884998464821,1.235141179060374,G2,protein_coding,PAAF1,20.74767476747675
ENSG00000163832,0.764845550843475,-0.9693748192644671,2.473589504157316,1.2347778168031192,G1,protein_coding,ELP6,23.942394239423944
ENSG00000100320,1.22909587455901,-0.117084299562287,1.665770246140069,1.2346600350144847,G2/M,protein_coding,RBFOX2,21.813381338133816
ENSG00000008282,1.0621480986665401,0.629316333831897,1.0359142537783557,1.2345839912815029,G2,protein_coding,SYPL1,21.05970597059706
ENSG00000178035,-0.529125832119841,1.11462211543308,5.839970999160294,1.2338381605498463,S,protein_coding,IMPDH2,19.633963396339634
ENSG00000157349,-0.22250321872813697,1.21323903840656,6.101804879039124,1.2334734073574736,S,protein_coding,DDX19B,19.905190519051907
ENSG00000113732,1.04443726628463,-0.652078787876876,2.1289173294999535,1.2312822376705865,M/G1,protein_coding,ATP6V0E1,23.22712271227123
ENSG00000136485,1.1413428061793,0.460037776592445,1.1876486661955012,1.2305682252964927,G2,protein_coding,DCAF7,21.48694869486949
ENSG00000112029,-0.8295480125607472,0.9087127852299209,5.5432982134361595,1.2304100256352781,S,protein_coding,FBXO5,14.696669666966697
ENSG00000081721,1.22569614491329,0.106860882938276,1.4838323912923985,1.230345596959508,G2/M,protein_coding,DUSP12,22.223822382238225
ENSG00000102241,-0.6325656212868199,1.05525938696946,5.743177021971459,1.2303298903225677,S,protein_coding,HTATSF1,14.38943894389439
ENSG00000070081,0.236634261365531,1.20689708488803,0.19361223788360912,1.2298765576931838,S,protein_coding,NUCB2,21.20612061206121
ENSG00000121957,1.17006608385085,-0.376380422084449,1.8820174905360942,1.2291122254320526,G2/M,protein_coding,GPSM2,0.11281128112811283
ENSG00000183741,1.1637012833205,-0.39527408126693503,1.8982387418352868,1.2290005191712485,G2/M,protein_coding,CBX6,22.43024302430243
ENSG00000083937,1.2281003196641,0.0161036476165436,1.5576844299149017,1.2282058958601456,G2/M,protein_coding,CHMP2B,21.690969096909694
ENSG00000096080,1.11620276932649,-0.5111593651502929,2.0002375574900046,1.2276776933841291,G2/M,protein_coding,MRPS18A,0.4824482448244825
ENSG00000140941,-0.0611682017744532,1.2259090777226298,6.233330455377629,1.227434159436289,S,protein_coding,MAP1LC3B,19.043504350435047
ENSG00000183155,-0.341437551191608,1.17814194407391,6.001102971163601,1.2266205777460175,S,protein_coding,RABIF,17.322532253225322
ENSG00000136270,1.19095072283808,-0.288083923501588,1.80813145430154,1.2252983192711129,G2/M,protein_coding,TBRG4,21.44614461446145
ENSG00000148672,1.2196618707433402,-0.105077112802938,1.6567367799274195,1.2241798391495204,G2/M,protein_coding,GLUD1,23.05670567056706
ENSG00000112378,1.01043331782179,0.68870371118753,0.972531552096989,1.2228198115698925,G2,protein_coding,PERP,22.01980198019802
ENSG00000170310,1.2157895572108701,-0.129912838213145,1.6772471119777612,1.2227107560480517,G2/M,protein_coding,STX8,23.464746474647466
ENSG00000137714,0.292267223836518,1.18624599204283,0.24156866242153247,1.2217199694556782,S,protein_coding,FDX1,18.18901890189019
ENSG00000128951,-1.20176991697581,0.21536127993553897,4.889710231423909,1.2209141715303,S,protein_coding,DUT,11.427542754275429
ENSG00000076043,1.17630268119345,0.323568806666023,1.3023624873322972,1.2199937583570555,G2/M,protein_coding,REXO2,21.681368136813685
ENSG00000146476,1.1939043555893,0.250162063838639,1.3642516884292535,1.2198314098592105,G2/M,protein_coding,ARMT1,22.871887188718873
ENSG00000103194,1.00596809727882,0.6896512689850961,0.9698276701755796,1.2196682686515719,G2,protein_coding,USP10,21.112511251125113
ENSG00000278053,0.692229849823479,1.00141403675292,0.6048309292557414,1.2173792498611167,G2,protein_coding,DDX52,19.557155715571557
ENSG00000142684,-0.186350324615224,-1.20265006950047,3.295319879839516,1.2170019035127615,G1,protein_coding,ZNF593,7.819981998199821
ENSG00000167642,-0.589680942419006,-1.0645879296617,3.647429263196715,1.216992635077777,G1,protein_coding,SPINT2,7.8895889588958905
ENSG00000038002,1.14168950018607,0.417771411895101,1.2200064787282177,1.2157252433966914,G2,protein_coding,AGA,20.222022202220224
ENSG00000128595,1.19170533320737,0.236650172903779,1.374765451708637,1.21497526951386,G2/M,protein_coding,CALU,20.915691569156916
ENSG00000153006,0.9670961553250259,0.735158754062191,0.9208172955311784,1.2147976651766828,G2,protein_coding,SREK1IP1,20.88688868886889
ENSG00000177917,-0.544119613159216,1.0859642478976301,5.818700092290552,1.2146540664470689,S,protein_coding,ARL6IP6,16.381638163816383
ENSG00000100211,0.0516377145135345,1.21262111527931,0.04255784037497739,1.2137200759571456,S,protein_coding,CBY1,19.252325232523255
ENSG00000100335,1.03282707725341,-0.633109426021864,2.1207103026236513,1.2114286263852097,M/G1,protein_coding,MIEF1,0.9720972097209721
ENSG00000081870,-1.02312690428112,0.647709715355525,5.276769544622704,1.2109155782422667,S,protein_coding,HSPB11,11.437143714371437
ENSG00000168066,1.13100409919929,0.430456778348552,1.207127740890285,1.210150118965334,G2,protein_coding,SF1,21.561356135613565
ENSG00000152684,1.19224281628383,0.20642598212319896,1.3993550947383921,1.2099812474067215,G2/M,protein_coding,PELO,20.934893489348937
ENSG00000144647,-1.10928919753239,-0.483014246964959,4.301719990263853,1.2098864767130757,S,protein_coding,POMGNT2,9.58895889588959
ENSG00000100744,0.684493731021364,0.9973637041324329,0.6014740944918823,1.2096553336088403,G2,protein_coding,GSKIP,20.195619561956196
ENSG00000148690,1.1693364305485,-0.306266824359238,1.826957348780985,1.2087791591150963,G2/M,protein_coding,FRA10AC1,23.155115511551156
ENSG00000172366,-1.18947656677101,0.21210854837093202,4.888855052690717,1.2082402655057367,S,protein_coding,MCRIP2,11.825982598259827
ENSG00000105281,1.06233973147124,-0.571408654673523,2.064284833080735,1.206264297613998,M/G1,protein_coding,SLC1A5,23.145514551455147
ENSG00000160783,1.18546629109653,0.213846924595645,1.392325114229776,1.2045998648867506,G2/M,protein_coding,PMF1,22.756675667566757
ENSG00000104679,0.715750255292953,-0.967910615892265,2.50485860365938,1.2038062087848156,G1,protein_coding,R3HCC1,23.594359435943595
ENSG00000116171,1.1991444770674,0.0946055935465573,1.49206516422294,1.202870606179877,G2/M,protein_coding,SCP2,22.715871587158716
ENSG00000100722,1.13147278433649,-0.407135717306865,1.916199733107561,1.2024933072583583,G2/M,protein_coding,ZC3H14,23.323132313231326
ENSG00000215712,1.1569163750756999,-0.324407646036851,1.8441825580711353,1.2015389380812709,G2/M,protein_coding,TMEM242,21.51095109510951
ENSG00000141127,1.15625399954933,-0.320111226522688,1.8408835061634872,1.1997476854821107,G2/M,protein_coding,PRPSAP2,22.701470147014703
ENSG00000109220,1.10757710903512,-0.46039151255643895,1.9647417150501836,1.1994529575154667,G2/M,protein_coding,CHIC2,23.397539753975398
ENSG00000198546,0.777236144641988,0.9129927026291971,0.7052517626887743,1.1990211422623485,G2,protein_coding,ZNF511,21.597359735973598
